SquareFeet,Bedrooms,Bathrooms,YearBuilt,Neighborhood_Rural,Neighborhood_Suburb,Neighborhood_Urban,Price
2854,4,1,1988,0.0,1.0,0.0,426716.97405269626
1390,2,3,2008,0.0,0.0,1.0,44476.70132213636
2475,4,2,1983,0.0,0.0,1.0,301447.5307710253
2652,5,1,1952,0.0,1.0,0.0,377078.8407876664
1211,5,2,1998,0.0,0.0,1.0,157383.438892664
1049,5,1,1959,0.0,0.0,1.0,225610.90424083263
2997,3,1,1996,0.0,1.0,0.0,386973.6452388685
2724,3,2,1990,0.0,1.0,0.0,301999.60449943703
1741,4,3,1995,0.0,1.0,0.0,288589.9265126285
2620,4,2,1956,0.0,0.0,1.0,290880.2879207728
1261,5,2,1988,0.0,1.0,0.0,164113.8260568625
1329,2,1,2017,1.0,0.0,0.0,90694.709165212
1095,5,1,1980,1.0,0.0,0.0,118176.67631778716
1382,3,1,1959,0.0,1.0,0.0,118001.14326749076
2486,2,3,2015,1.0,0.0,0.0,380109.4521290644
2861,2,1,1970,0.0,0.0,1.0,349941.03544333286
2987,2,2,2016,0.0,0.0,1.0,219841.3256130903
2265,5,3,1969,0.0,0.0,1.0,274026.22208389506
2548,5,2,1997,0.0,0.0,1.0,265836.1739852339
1719,4,1,1977,0.0,1.0,0.0,138486.3709896807
1106,3,3,1963,0.0,0.0,1.0,163650.9685426578
1348,3,2,1998,0.0,0.0,1.0,120036.80687112156
1934,4,3,1950,0.0,0.0,1.0,217113.92698565923
1637,2,2,1992,1.0,0.0,0.0,293163.61060271703
2041,3,2,1958,0.0,1.0,0.0,146221.06420138365
2660,3,3,1987,0.0,0.0,1.0,265499.7138953957
1569,4,3,2003,1.0,0.0,0.0,213412.3624033561
1683,3,2,2020,0.0,1.0,0.0,292021.7380598377
1155,2,1,1997,1.0,0.0,0.0,206870.6463820509
1339,5,1,1998,1.0,0.0,0.0,134408.60478378966
2914,5,3,2005,0.0,1.0,0.0,274684.58239249384
2700,5,1,1962,0.0,1.0,0.0,397825.33643637935
1198,2,3,1956,0.0,1.0,0.0,99945.17087784826
2177,5,2,1953,1.0,0.0,0.0,199418.54644240515
2814,2,1,2013,0.0,1.0,0.0,352118.54903449654
1781,3,3,2018,0.0,1.0,0.0,117756.1128360603
1939,5,3,1955,0.0,1.0,0.0,192840.19787457588
2234,2,3,1988,0.0,1.0,0.0,338172.5874448863
2165,4,2,1973,0.0,0.0,1.0,256820.60137819155
2782,3,3,1952,0.0,0.0,1.0,279848.94219696306
1038,5,2,2002,0.0,1.0,0.0,145253.8345487937
1171,4,1,1970,1.0,0.0,0.0,235023.5771956077
1247,4,1,1965,0.0,0.0,1.0,155837.98850089326
2591,4,3,1967,0.0,1.0,0.0,347705.4955039859
2379,2,3,1988,1.0,0.0,0.0,329663.24791516986
1434,4,3,1969,0.0,0.0,1.0,175978.15875464867
2812,3,2,1999,1.0,0.0,0.0,354452.20518571726
1159,3,2,1956,0.0,1.0,0.0,199401.57836636915
1704,4,1,1952,0.0,1.0,0.0,110800.57527763676
1266,5,2,1987,0.0,0.0,1.0,211682.0991437205
2463,5,2,2008,1.0,0.0,0.0,268417.1674563448
2564,3,3,1965,0.0,1.0,0.0,337648.4455926416
2674,4,3,2013,0.0,0.0,1.0,210995.73614874075
2594,4,2,2011,0.0,1.0,0.0,247917.76787423211
2302,4,1,2012,1.0,0.0,0.0,255932.86130224948
2831,4,2,1990,0.0,0.0,1.0,288896.6083052012
2629,5,3,2015,0.0,1.0,0.0,260324.6356304268
1488,4,1,1974,1.0,0.0,0.0,128255.71920969442
1602,5,3,2010,1.0,0.0,0.0,297564.6863178309
1921,4,2,1951,0.0,1.0,0.0,233836.4997293624
1032,3,1,1955,1.0,0.0,0.0,99740.83213256884
2276,5,1,1971,1.0,0.0,0.0,251495.51448236645
1548,5,1,2005,0.0,0.0,1.0,148797.19729222442
1428,4,3,2011,1.0,0.0,0.0,130237.37300045363
2129,2,3,1999,0.0,0.0,1.0,240469.5176469516
2893,3,3,2016,1.0,0.0,0.0,193941.4005906877
2563,5,2,1976,1.0,0.0,0.0,279524.99684788217
2484,2,1,1986,0.0,0.0,1.0,259228.86634674383
1817,3,2,1980,1.0,0.0,0.0,129731.05918715934
2124,4,2,1981,1.0,0.0,0.0,222065.92141116215
1091,3,1,1997,0.0,0.0,1.0,229857.5849851843
1471,3,2,1996,0.0,0.0,1.0,239247.2273714292
2756,3,3,2010,1.0,0.0,0.0,173446.78343186132
2749,4,1,2008,0.0,1.0,0.0,332181.7097228409
2049,4,2,1978,0.0,1.0,0.0,218232.72679665592
1325,3,3,1985,0.0,0.0,1.0,197093.380095132
2420,2,1,2020,0.0,0.0,1.0,335654.68207296066
1889,5,2,2021,0.0,0.0,1.0,241739.4304459752
2699,5,3,2002,1.0,0.0,0.0,356528.92213288526
2322,5,2,2004,0.0,0.0,1.0,209581.81021814805
1697,4,1,1978,1.0,0.0,0.0,159758.88974107898
1357,3,2,1964,0.0,1.0,0.0,155311.22036287823
2322,2,1,1967,0.0,1.0,0.0,249927.6207988017
1203,2,1,2011,1.0,0.0,0.0,141925.22338160005
1001,3,1,1953,0.0,1.0,0.0,83072.8609481845
2879,4,2,1964,0.0,0.0,1.0,350030.3873027049
2199,5,1,2007,1.0,0.0,0.0,300718.816645502
2903,2,3,1957,1.0,0.0,0.0,288507.4960438587
2747,3,3,1960,0.0,1.0,0.0,230670.75471483145
2886,5,3,2005,0.0,1.0,0.0,346742.15426955145
1400,5,1,2021,0.0,0.0,1.0,188959.6546223641
1842,3,2,1987,1.0,0.0,0.0,258205.6785165188
1278,5,2,1956,0.0,1.0,0.0,186425.2135992254
1995,3,3,1969,1.0,0.0,0.0,253406.1804539737
1272,2,2,2018,0.0,0.0,1.0,220997.4928464039
1132,4,3,1983,0.0,0.0,1.0,215234.2633288804
2632,3,2,1963,0.0,1.0,0.0,303865.82107774256
2934,5,1,2010,1.0,0.0,0.0,336624.9304048063
1986,3,3,1994,0.0,0.0,1.0,161139.6667388603
1044,2,2,1967,1.0,0.0,0.0,123791.57679194244
1194,2,1,1950,0.0,0.0,1.0,187242.60651790816
2761,4,1,2005,1.0,0.0,0.0,336875.43000335485
1632,4,1,1970,0.0,1.0,0.0,154501.01099857313
2805,2,3,1976,0.0,1.0,0.0,302751.7228558449
1386,3,3,2010,0.0,1.0,0.0,195135.924595464
1898,5,3,1998,1.0,0.0,0.0,320188.6500694235
2053,3,3,2005,0.0,1.0,0.0,226469.4969987512
1793,4,2,1991,0.0,1.0,0.0,249514.3379530669
1652,5,3,1982,0.0,0.0,1.0,231709.97054238876
1883,4,1,1969,1.0,0.0,0.0,183741.8112885557
1549,3,3,1982,0.0,1.0,0.0,139585.38206801628
2797,5,3,2015,1.0,0.0,0.0,314335.30385075056
1332,2,1,1956,1.0,0.0,0.0,127650.40488117744
2432,3,3,1950,1.0,0.0,0.0,297133.8913222687
2032,5,1,1956,0.0,1.0,0.0,261575.25215347263
2527,3,3,1950,0.0,0.0,1.0,260166.4962488268
2106,3,2,1994,0.0,0.0,1.0,270001.3522873825
1786,5,3,2005,0.0,1.0,0.0,274353.15001010185
2729,3,2,2020,0.0,0.0,1.0,262724.2661697562
2816,3,3,2017,1.0,0.0,0.0,344740.93465490226
1725,2,1,1966,1.0,0.0,0.0,199278.13018578812
1876,4,3,2000,1.0,0.0,0.0,209762.61189911416
1335,2,1,1970,0.0,0.0,1.0,93618.89606052228
1314,2,3,1972,0.0,0.0,1.0,190782.35646294663
2447,3,3,1995,1.0,0.0,0.0,296169.3948849934
1849,4,3,1952,1.0,0.0,0.0,211858.741384398
1005,4,2,1978,1.0,0.0,0.0,170190.3303222201
2133,5,1,1997,1.0,0.0,0.0,246607.81268117507
1764,4,3,2017,0.0,1.0,0.0,222809.08793665635
2824,3,3,1975,0.0,0.0,1.0,247402.5100149845
2941,4,3,2006,0.0,1.0,0.0,310126.5618599417
1213,5,3,1991,1.0,0.0,0.0,162568.73458798372
1432,2,2,1977,0.0,1.0,0.0,150839.88083772396
1457,4,2,1989,0.0,0.0,1.0,152934.7124796039
1518,3,3,1967,1.0,0.0,0.0,103413.95294498595
2455,2,3,1997,1.0,0.0,0.0,241411.44514845836
2936,3,3,1975,0.0,1.0,0.0,324028.2709902707
2943,3,1,1965,0.0,0.0,1.0,327746.7403674534
2736,3,2,1991,0.0,0.0,1.0,311762.80463240074
2340,3,1,2003,0.0,1.0,0.0,294349.4132471155
2577,5,1,2014,0.0,0.0,1.0,334629.6946165601
2680,2,1,1961,0.0,0.0,1.0,210205.71367993797
1264,4,2,1995,0.0,0.0,1.0,123133.18767769476
2987,2,1,1981,1.0,0.0,0.0,364323.9193964643
1115,3,1,1956,1.0,0.0,0.0,156733.63964713836
1578,3,3,1994,1.0,0.0,0.0,83125.30886480362
1228,2,1,1957,0.0,0.0,1.0,117617.06519984538
2521,2,1,1977,0.0,0.0,1.0,317334.10962974105
1061,2,2,1971,1.0,0.0,0.0,132850.11197802855
2402,3,1,1998,0.0,0.0,1.0,300971.7520282497
1854,4,3,1975,0.0,0.0,1.0,154128.96976811753
1996,2,3,1986,0.0,0.0,1.0,143798.23892343114
2067,3,2,2009,1.0,0.0,0.0,295618.7017615391
1613,3,2,1980,0.0,0.0,1.0,207880.54227645195
2968,4,1,1969,0.0,1.0,0.0,265036.84347307263
2552,4,1,1995,0.0,0.0,1.0,322532.66532691533
1207,2,1,1977,0.0,0.0,1.0,94049.309468589
2753,3,2,1966,0.0,1.0,0.0,291466.87781357183
2349,5,3,1983,1.0,0.0,0.0,336965.75271525705
2555,2,1,1992,1.0,0.0,0.0,232623.02208867343
2390,3,2,1953,1.0,0.0,0.0,262535.2334383926
2508,3,1,2018,0.0,0.0,1.0,317612.600034376
1499,3,3,1965,0.0,1.0,0.0,119171.45839436696
2821,3,1,2002,1.0,0.0,0.0,342439.70708373655
1307,5,1,1990,0.0,1.0,0.0,101514.54949752468
2169,3,3,1952,0.0,1.0,0.0,213738.6514282841
1055,2,3,1975,1.0,0.0,0.0,98654.74649996606
2226,3,3,2013,1.0,0.0,0.0,179719.24801781593
1732,2,3,2005,0.0,0.0,1.0,224527.618002007
2952,5,1,1999,1.0,0.0,0.0,297244.64201893227
1787,2,3,2020,0.0,1.0,0.0,164119.7769328686
1598,2,2,1954,0.0,0.0,1.0,180219.69487730076
1967,4,3,2000,0.0,0.0,1.0,293841.7864679952
1776,4,1,2021,0.0,1.0,0.0,199752.6831648012
1332,5,1,2014,1.0,0.0,0.0,65452.44890227434
2279,4,3,1964,0.0,0.0,1.0,273109.2774775181
2304,4,2,1999,0.0,0.0,1.0,280484.8077821491
2882,4,3,1993,0.0,1.0,0.0,272747.8524890623
1031,3,3,1971,1.0,0.0,0.0,209093.92482853355
1601,4,2,1954,0.0,1.0,0.0,223403.4435574333
1761,2,2,1990,0.0,0.0,1.0,193399.9234986395
2418,5,1,1959,0.0,0.0,1.0,339816.66112069064
1266,5,3,2018,0.0,1.0,0.0,180018.22027010692
2095,3,3,1957,1.0,0.0,0.0,242191.87301880048
1046,5,3,2004,0.0,1.0,0.0,189747.0677803321
2208,2,2,2010,1.0,0.0,0.0,137811.7654553102
1940,4,2,1988,1.0,0.0,0.0,164358.43534586765
1010,2,2,1976,1.0,0.0,0.0,160841.44973412238
2384,3,1,1966,0.0,1.0,0.0,258124.3470253428
2949,3,2,2010,0.0,1.0,0.0,270759.60901034845
1407,5,3,2005,0.0,0.0,1.0,165141.4607264311
2698,3,2,1979,0.0,0.0,1.0,371782.22255202045
2276,5,3,2001,0.0,1.0,0.0,227970.62113768503
2589,2,3,1974,0.0,1.0,0.0,265490.2834402491
2332,4,1,1997,1.0,0.0,0.0,222109.43781509344
1068,3,1,1985,1.0,0.0,0.0,154830.92724957212
2960,5,1,2018,1.0,0.0,0.0,299961.8220235842
1694,5,2,1965,0.0,1.0,0.0,182567.77824645676
1771,4,3,2015,0.0,0.0,1.0,240727.5555890317
1496,4,1,1962,1.0,0.0,0.0,166873.5377949645
2627,5,3,1953,0.0,1.0,0.0,352421.5011974116
1592,5,2,1999,0.0,0.0,1.0,165903.7659396868
2888,5,1,1957,1.0,0.0,0.0,248523.99774273852
1246,5,2,1954,0.0,1.0,0.0,184037.5779798477
2495,5,1,2013,0.0,0.0,1.0,302355.72989026963
1597,4,1,2016,0.0,1.0,0.0,166058.81978208787
1751,3,2,1995,0.0,0.0,1.0,190598.0808031265
2499,4,2,1961,0.0,0.0,1.0,170855.52603177895
1180,2,2,1965,0.0,0.0,1.0,166596.85673808894
2721,2,1,2005,0.0,1.0,0.0,236713.22074591537
2933,4,1,1972,0.0,0.0,1.0,369919.60368937696
2248,5,1,1957,1.0,0.0,0.0,255762.3486310781
2343,4,3,2004,1.0,0.0,0.0,171330.51934510586
1388,5,1,1998,0.0,1.0,0.0,240231.5742441
1013,2,2,1978,1.0,0.0,0.0,152643.1039061331
1024,4,2,1988,1.0,0.0,0.0,85206.66348086583
1076,4,2,1995,0.0,1.0,0.0,126924.02498549728
1850,5,2,1951,1.0,0.0,0.0,97186.75302509184
2403,3,3,2003,0.0,1.0,0.0,268269.38696011505
1113,2,2,1956,1.0,0.0,0.0,187347.1642189628
1259,2,3,1974,1.0,0.0,0.0,141050.61827668027
1165,4,3,1998,0.0,1.0,0.0,89497.71916323289
1487,2,2,1965,0.0,1.0,0.0,130621.90295761469
2612,5,3,1972,1.0,0.0,0.0,332121.22029125463
1044,3,1,1987,0.0,0.0,1.0,172037.3807268956
1953,3,2,1999,0.0,1.0,0.0,203770.87592580752
2502,4,2,1959,0.0,0.0,1.0,219443.27494614237
1494,4,2,1966,1.0,0.0,0.0,201145.57817845783
2884,2,2,1956,1.0,0.0,0.0,319731.5610734562
1391,4,3,2010,1.0,0.0,0.0,213645.88490035132
2223,4,3,1956,0.0,0.0,1.0,170019.20422990917
1942,4,3,1968,0.0,1.0,0.0,321863.0956218512
2020,2,1,2004,0.0,1.0,0.0,236981.58883113693
2857,4,3,1965,0.0,0.0,1.0,299759.18709916645
1887,2,1,2014,0.0,1.0,0.0,145412.70950042846
1187,3,2,1974,0.0,0.0,1.0,97152.07146541096
2226,3,3,1976,1.0,0.0,0.0,282832.9168127763
1712,2,3,1959,1.0,0.0,0.0,265826.12325799663
2237,2,2,2019,0.0,0.0,1.0,239019.70466380863
1464,3,3,2004,0.0,0.0,1.0,135120.67109111507
2582,3,2,1986,0.0,0.0,1.0,401493.0202938161
2108,3,3,1984,0.0,0.0,1.0,132057.35647079456
2137,5,2,1980,0.0,0.0,1.0,297821.8596648525
2901,3,1,2017,0.0,0.0,1.0,343811.5243292376
2282,3,2,1987,0.0,1.0,0.0,267240.323381055
1112,3,3,2003,1.0,0.0,0.0,100860.83065582512
2725,2,3,2007,1.0,0.0,0.0,249552.33643696024
2853,3,2,2008,0.0,0.0,1.0,260159.2318004735
2427,3,1,1973,0.0,0.0,1.0,336864.7643370257
2950,5,3,1986,0.0,0.0,1.0,382303.3065366264
1172,5,3,1953,0.0,1.0,0.0,114062.75146569005
2547,3,1,1996,0.0,0.0,1.0,226502.4409515597
1363,2,2,2007,0.0,0.0,1.0,69301.19638137284
2316,3,2,1955,1.0,0.0,0.0,203343.6202359677
1014,2,1,1963,0.0,0.0,1.0,50615.6162796898
2724,5,2,2009,0.0,1.0,0.0,302831.8750032007
2422,4,3,1984,0.0,1.0,0.0,250004.91017492712
2679,5,2,1956,0.0,0.0,1.0,240016.04752093367
2526,3,2,1990,1.0,0.0,0.0,267297.4603289612
2791,2,2,1958,0.0,0.0,1.0,280245.3195358591
2925,4,3,1960,0.0,1.0,0.0,299032.2007468508
2004,3,1,1998,1.0,0.0,0.0,217304.48398612
1361,4,1,1983,1.0,0.0,0.0,112370.16898819042
1418,4,3,1960,0.0,0.0,1.0,135059.79203515174
1271,4,2,1999,0.0,1.0,0.0,181361.75020147
2704,4,1,1968,0.0,1.0,0.0,291727.0449220455
1837,3,2,1999,1.0,0.0,0.0,155794.09838505124
1876,2,3,2003,0.0,1.0,0.0,232499.345689139
2474,2,1,1993,0.0,1.0,0.0,276137.62357407506
1358,2,2,2006,1.0,0.0,0.0,95886.6738187472
1332,2,1,2003,1.0,0.0,0.0,112940.53208903506
2143,4,2,1952,0.0,1.0,0.0,254698.6997908276
1519,3,2,1985,0.0,0.0,1.0,272623.00043352874
1016,3,1,2016,1.0,0.0,0.0,213324.7207685826
1710,4,3,1974,0.0,0.0,1.0,170323.54439160216
2118,5,3,2017,0.0,0.0,1.0,299622.1782784244
2450,3,3,2008,1.0,0.0,0.0,273740.01871161174
1731,2,2,1987,0.0,1.0,0.0,98117.22156145563
2224,5,1,2021,1.0,0.0,0.0,210984.41603080672
2957,4,3,1961,1.0,0.0,0.0,304463.1379679904
1198,2,1,2006,0.0,1.0,0.0,146079.81396890729
1321,4,1,2014,1.0,0.0,0.0,216634.68080589396
2747,4,1,2014,0.0,1.0,0.0,255500.2204903933
1354,4,1,2013,0.0,1.0,0.0,137046.76199364377
1589,3,2,1998,0.0,1.0,0.0,256081.92615441093
2226,5,2,1959,0.0,1.0,0.0,297863.671980007
2670,5,1,2009,1.0,0.0,0.0,278756.98190508434
1415,3,3,2012,0.0,1.0,0.0,138146.7299668006
2129,4,2,2018,0.0,0.0,1.0,266474.7697354394
2587,5,1,1968,0.0,1.0,0.0,264784.49825439195
2440,3,3,2021,0.0,1.0,0.0,251357.7135639105
1384,2,2,1997,1.0,0.0,0.0,173292.90447242098
2144,3,2,1974,0.0,0.0,1.0,223265.10775840672
2751,5,2,1988,0.0,1.0,0.0,347802.0880764587
2623,2,2,1996,0.0,1.0,0.0,299114.22384772694
1894,2,1,1974,1.0,0.0,0.0,162197.8776385013
1619,4,1,1983,0.0,0.0,1.0,98532.7779717502
2506,3,2,1972,1.0,0.0,0.0,193333.56358820217
2388,4,3,2005,0.0,0.0,1.0,303712.2021388137
2828,3,3,1953,1.0,0.0,0.0,261451.98674908016
2863,2,2,1969,0.0,0.0,1.0,327451.0313843393
2359,4,1,1978,0.0,0.0,1.0,184471.3777003681
1179,2,1,1978,0.0,0.0,1.0,151556.4085406072
1962,2,3,2012,1.0,0.0,0.0,219683.33393438437
1731,4,3,1978,1.0,0.0,0.0,285012.87341135
1448,4,2,1985,0.0,1.0,0.0,229395.33892384128
1184,3,1,1966,1.0,0.0,0.0,112225.58606646184
1726,4,1,2000,1.0,0.0,0.0,240448.1753152509
1390,4,1,1997,1.0,0.0,0.0,129986.6505675294
1545,5,3,1971,0.0,1.0,0.0,127180.74053286368
2380,4,2,2005,1.0,0.0,0.0,326145.5268580273
2993,2,1,1994,0.0,0.0,1.0,282322.8487003425
1916,5,3,2006,0.0,0.0,1.0,245129.28952412255
2255,5,3,1960,0.0,1.0,0.0,205077.56295523935
1422,4,2,2007,0.0,0.0,1.0,222337.2934185495
1883,2,3,2011,1.0,0.0,0.0,217851.56115265103
1998,4,2,2003,1.0,0.0,0.0,196611.5689714165
2534,2,3,1961,0.0,1.0,0.0,220465.7066610015
2478,3,2,1986,1.0,0.0,0.0,135582.30222992072
2158,4,2,1954,1.0,0.0,0.0,279037.0372468157
2314,4,3,1985,0.0,0.0,1.0,208406.00031169472
1443,5,3,1979,1.0,0.0,0.0,216714.47351703103
2232,4,3,1992,1.0,0.0,0.0,269408.28815987724
2392,2,1,1993,0.0,0.0,1.0,283056.22004728584
1661,2,3,2016,1.0,0.0,0.0,174157.84210202482
1605,3,3,2005,1.0,0.0,0.0,222875.60206078537
2501,2,1,1993,0.0,0.0,1.0,258214.170480414
2026,3,1,1989,1.0,0.0,0.0,283873.1522249393
2279,2,2,2010,0.0,1.0,0.0,211729.1340154965
2036,4,3,2014,0.0,1.0,0.0,152529.97613382022
2298,3,3,1995,1.0,0.0,0.0,301088.4128454084
1915,2,2,1955,1.0,0.0,0.0,217079.6718524634
1951,4,1,1980,0.0,0.0,1.0,217635.77905220783
2575,4,1,2005,0.0,0.0,1.0,270914.54285649623
2127,3,1,1993,0.0,0.0,1.0,216363.5265860575
2636,4,3,2014,0.0,1.0,0.0,302566.13107649697
1066,2,1,1966,1.0,0.0,0.0,186586.74159381044
1272,3,1,2013,0.0,1.0,0.0,68917.45242927439
1161,4,3,1973,1.0,0.0,0.0,164236.729388546
2310,3,1,1954,0.0,0.0,1.0,294910.5098762899
1347,2,2,1959,0.0,0.0,1.0,184015.9793307249
1795,2,3,1997,0.0,1.0,0.0,196546.0208942897
2781,5,3,1973,1.0,0.0,0.0,387570.4763807284
2972,5,3,1992,1.0,0.0,0.0,299978.9887766633
1583,3,1,1977,1.0,0.0,0.0,192082.69596914857
1735,2,1,1974,0.0,0.0,1.0,185929.21354338943
1370,4,1,1955,0.0,0.0,1.0,154649.4427899485
1289,2,1,1986,0.0,1.0,0.0,112822.47684333607
2371,3,3,2017,1.0,0.0,0.0,253420.3217559085
2368,2,3,1951,1.0,0.0,0.0,266678.8216245938
1433,3,2,2008,1.0,0.0,0.0,156497.58631153338
2187,2,1,1983,0.0,1.0,0.0,308212.7888443645
2075,4,1,1961,1.0,0.0,0.0,226567.58853907345
2279,5,2,1962,0.0,1.0,0.0,274139.1437551607
2795,2,2,2015,0.0,0.0,1.0,354501.2811310967
1947,4,1,2016,1.0,0.0,0.0,203512.7179792152
2931,4,3,1979,0.0,0.0,1.0,301490.2157597572
1125,2,3,2010,0.0,0.0,1.0,70015.78715488492
1792,5,3,1962,1.0,0.0,0.0,213042.97928581736
2661,3,3,1993,0.0,1.0,0.0,295017.11482313235
2149,3,1,2006,0.0,1.0,0.0,189567.90545582265
1181,2,3,2004,0.0,0.0,1.0,90567.85028910404
2255,2,1,1977,0.0,1.0,0.0,292558.816438913
2470,5,2,2016,1.0,0.0,0.0,237288.8565657489
1877,4,1,2017,0.0,1.0,0.0,173191.16673938662
1716,3,1,1958,1.0,0.0,0.0,162545.59293588973
1114,2,1,2018,0.0,1.0,0.0,142794.034100392
1958,5,1,1997,1.0,0.0,0.0,166081.63803320582
2972,2,2,1998,0.0,1.0,0.0,279217.28173366125
2142,2,2,2005,0.0,0.0,1.0,182097.22529836063
2543,2,2,2016,1.0,0.0,0.0,203430.76817170304
2828,5,3,1980,0.0,1.0,0.0,337036.7559489921
1209,4,1,2007,0.0,0.0,1.0,141618.35871464718
2759,2,3,1966,0.0,0.0,1.0,251042.92332064928
1909,5,3,1957,0.0,0.0,1.0,226052.7698128436
1729,5,1,2019,1.0,0.0,0.0,171877.06629783398
2708,5,3,1971,0.0,0.0,1.0,295577.6831665943
1985,5,2,1978,0.0,1.0,0.0,96560.65729365444
1618,5,3,1997,0.0,0.0,1.0,149149.76396825333
1072,2,1,1952,1.0,0.0,0.0,146025.72068874168
1741,2,2,2001,0.0,0.0,1.0,288267.64191876154
2596,4,2,1984,1.0,0.0,0.0,233387.17430636543
1067,2,1,2016,0.0,1.0,0.0,117157.82056300883
1809,4,3,2010,0.0,0.0,1.0,260102.0735342591
2243,3,3,1962,0.0,0.0,1.0,361377.8382708186
1427,4,3,1967,1.0,0.0,0.0,140059.57891569365
2817,2,2,2019,0.0,1.0,0.0,338627.00304945617
1685,2,2,1989,0.0,1.0,0.0,234051.67948849848
2336,5,3,1968,0.0,0.0,1.0,224213.78793326888
1122,2,1,1958,0.0,0.0,1.0,66589.8031801522
1854,3,2,1984,0.0,1.0,0.0,173375.65621944802
1784,2,3,1966,1.0,0.0,0.0,160605.54635080826
2407,4,1,1968,0.0,0.0,1.0,201291.27162474324
1084,3,1,1998,0.0,1.0,0.0,165313.174870529
2877,4,1,1989,0.0,0.0,1.0,319645.53769638616
1745,2,2,2003,0.0,1.0,0.0,263579.54038405983
2877,4,3,1958,0.0,1.0,0.0,308961.1789883249
2302,5,1,1969,0.0,1.0,0.0,190057.0870725692
2185,2,1,1980,1.0,0.0,0.0,180467.18431920407
1999,4,3,2016,1.0,0.0,0.0,259604.9439919698
2412,2,2,1973,0.0,1.0,0.0,297252.024783498
2108,3,1,1995,1.0,0.0,0.0,162389.35720622737
1555,4,1,2013,1.0,0.0,0.0,245132.09799976897
2047,5,1,1956,0.0,0.0,1.0,207991.55128388223
1176,2,2,2021,1.0,0.0,0.0,90269.56750547266
2954,5,1,1958,0.0,0.0,1.0,254001.71668143
2508,2,3,1976,1.0,0.0,0.0,215747.9225924291
1111,3,2,1955,0.0,0.0,1.0,103340.9429646428
2775,4,1,1964,1.0,0.0,0.0,281122.1965825335
1736,5,2,2020,0.0,1.0,0.0,154409.58079047463
1189,2,3,2000,0.0,0.0,1.0,204508.06890423756
1979,3,2,2013,1.0,0.0,0.0,197716.07103993127
2663,3,3,2006,0.0,1.0,0.0,256193.52154837424
2253,2,2,1958,1.0,0.0,0.0,207869.9581741744
2017,4,1,1999,0.0,1.0,0.0,137348.0316921834
1520,2,2,2016,0.0,1.0,0.0,193291.33140061583
2479,5,1,1984,1.0,0.0,0.0,238021.0068389121
1114,5,2,2014,0.0,1.0,0.0,161986.80249984303
2462,3,1,2012,0.0,1.0,0.0,275169.2956102106
2447,2,2,1987,0.0,0.0,1.0,197692.78140549373
1010,5,3,1986,0.0,1.0,0.0,132641.12221200884
1894,3,1,1969,1.0,0.0,0.0,241747.3365071524
1635,2,2,2008,1.0,0.0,0.0,194419.45807123545
1165,4,2,1955,1.0,0.0,0.0,126388.37022499768
2646,3,3,1989,0.0,1.0,0.0,207266.26941963492
1228,4,3,1981,0.0,0.0,1.0,121480.63031726416
1431,4,3,1971,0.0,0.0,1.0,69747.26655834338
1396,4,1,1982,0.0,0.0,1.0,193685.51749938732
2260,2,3,1992,0.0,1.0,0.0,285389.25272371573
2406,5,1,1985,1.0,0.0,0.0,267809.58654719434
2671,3,2,1999,0.0,0.0,1.0,364027.04431803327
2704,4,3,2016,1.0,0.0,0.0,296256.52774603106
1256,4,1,2013,1.0,0.0,0.0,102674.38819817638
2759,4,2,1970,0.0,1.0,0.0,232461.8815042209
1937,4,3,1953,0.0,1.0,0.0,258597.9342256292
2658,5,1,1966,0.0,0.0,1.0,237304.1795181908
1028,3,1,1974,0.0,0.0,1.0,163307.75178721594
2180,4,2,2014,0.0,1.0,0.0,208156.61186823816
2869,4,3,1977,1.0,0.0,0.0,317302.23216797103
2097,4,3,2021,1.0,0.0,0.0,222578.89237661747
2364,3,1,2019,1.0,0.0,0.0,250207.24985827267
2762,5,3,1967,1.0,0.0,0.0,271410.7390071376
1939,4,1,2006,0.0,0.0,1.0,108470.17857307252
2375,3,2,1952,0.0,0.0,1.0,251107.92883343063
2104,3,3,2004,0.0,0.0,1.0,247697.50588023776
1735,4,2,1959,0.0,0.0,1.0,211582.496059574
1453,2,3,1971,1.0,0.0,0.0,136119.6755731033
1391,3,1,1991,1.0,0.0,0.0,159565.1189200149
2285,3,2,1979,0.0,0.0,1.0,323426.52525162336
1025,4,1,2000,1.0,0.0,0.0,90254.0435834676
1545,5,2,2015,0.0,1.0,0.0,147851.33519352143
1503,3,2,1994,0.0,0.0,1.0,90695.1265230268
2062,4,3,1955,1.0,0.0,0.0,262698.53851508634
2323,4,2,1971,1.0,0.0,0.0,233420.5969689297
2859,3,3,1976,0.0,0.0,1.0,213258.177488272
2009,2,3,1976,0.0,1.0,0.0,71784.63390831489
2029,4,2,1964,0.0,1.0,0.0,213527.82243805996
1550,2,3,1963,0.0,1.0,0.0,166554.64350066634
1764,2,1,2000,1.0,0.0,0.0,138336.47697926784
1694,3,2,1976,0.0,1.0,0.0,204143.2504792086
1214,5,3,2014,0.0,1.0,0.0,210070.3926385142
1860,2,2,1956,1.0,0.0,0.0,233566.4885855312
2243,2,1,1959,0.0,1.0,0.0,216705.9952189447
2140,2,2,1996,0.0,1.0,0.0,170043.93357938027
2401,4,1,2011,1.0,0.0,0.0,241269.0651333372
